Student_ID,Age,Study_Hours,Attendance_Percent,Assignments_Score,Midterm_Score,Final_Score,Projects_Score
498,21,6.2,97.94,66.89,70.0,41.91,60.86
499,18,3.0,78.25,78.42,63.85,52.25,37.35
500,21,8.39,80.77,73.16,64.13,42.61,44.36
501,24,5.34,62.88,63.09,55.25,31.91,33.56
502,22,7.73,70.6,69.52,66.17,40.58,32.21
503,22,6.19,73.5,73.18,54.93,47.4,49.16
504,25,6.41,74.19,40.07,51.29,26.91,50.52
505,24,6.64,93.38,78.87,64.56,50.25,79.96
506,18,6.4,84.69,57.3,63.65,51.74,44.27
507,25,6.79,64.66,54.7,46.52,31.87,49.11
508,20,8.16,80.96,46.69,75.5,54.68,44.25
509,25,5.89,83.98,45.09,39.41,18.36,36.61
510,19,6.92,91.68,51.67,58.28,30.34,36.13
511,18,5.32,96.97,61.36,62.95,45.97,46.63
512,19,8.38,65.82,100.0,82.81,65.99,73.17
513,24,4.15,68.27,64.11,60.38,39.75,39.2
514,23,9.1,62.91,74.67,65.18,52.78,51.4
515,19,5.42,75.19,78.01,79.1,54.8,55.65
516,20,2.64,83.6,73.97,51.38,18.21,55.05
517,25,5.76,89.85,70.84,56.02,61.73,36.66
518,23,4.14,77.09,54.07,43.3,23.62,35.68
519,25,7.18,74.16,93.76,88.38,73.95,85.21
520,19,4.19,79.82,99.11,65.44,44.15,73.65
521,25,4.61,67.98,46.76,36.66,21.45,44.85
522,24,1.72,100.0,56.64,35.82,9.38,35.12
523,23,4.6,58.71,67.8,43.9,31.02,45.85
524,24,0.65,80.22,57.53,52.46,17.55,49.19
525,19,2.33,100.0,79.59,47.44,36.46,63.86
526,24,7.02,78.08,61.08,69.99,54.74,27.22
527,20,7.07,75.72,100.0,85.38,57.47,54.96
528,19,6.35,73.71,89.86,64.98,47.01,71.36
529,19,3.57,75.84,75.19,55.56,40.09,45.85
530,19,5.4,94.47,87.4,77.53,79.2,53.35
531,18,5.49,51.46,88.59,68.81,45.07,45.9
532,25,3.18,96.4,63.54,59.61,43.03,38.74
533,18,8.51,60.91,59.76,77.11,50.4,34.27
534,18,7.25,74.8,73.17,78.45,73.86,75.27
535,20,5.06,72.85,84.92,62.34,30.44,54.84
536,23,5.55,85.06,74.09,52.16,43.18,47.19
537,25,5.92,58.82,48.35,44.12,9.6,40.15
538,24,1.42,83.55,59.96,40.61,0.0,47.11
539,22,5.01,100.0,70.89,64.47,51.52,58.73
540,19,4.14,61.64,70.87,33.8,24.09,52.11
541,24,3.5,80.28,100.0,68.91,49.0,56.79
542,19,4.94,,51.21,49.5,26.57,33.67
543,20,9.1,83.11,79.58,77.38,93.62,65.12
544,19,6.78,78.23,94.34,91.92,66.96,61.85
545,18,4.36,70.3,100.0,76.65,59.73,65.2
546,25,6.65,83.85,65.93,75.95,47.31,54.31
547,22,8.3,99.65,79.37,74.69,68.86,64.32
548,21,7.35,75.71,80.55,83.07,59.4,41.07
549,19,5.62,86.64,74.93,80.04,52.07,62.28
550,24,4.21,62.48,70.52,68.73,55.22,47.63
551,18,6.9,66.52,,59.86,57.34,59.11
552,21,6.29,83.67,34.02,41.32,26.51,34.98
553,22,7.29,95.81,82.23,70.94,40.79,72.64
554,21,6.77,82.27,73.89,72.61,51.17,66.63
555,18,7.6,74.24,68.66,75.02,78.48,65.02
556,25,4.43,77.99,100.0,64.33,49.66,76.63
557,25,8.13,63.0,61.88,67.25,57.0,49.6
558,23,5.9,85.25,65.95,39.66,47.91,41.39
559,25,9.65,88.59,100.0,100.0,88.07,81.14
560,23,4.12,72.57,59.52,44.1,18.61,46.16
561,21,8.97,72.36,63.75,71.51,32.58,45.72
562,20,5.9,81.19,69.79,58.87,,51.65
563,24,4.2,72.76,84.61,74.78,41.72,57.47
564,24,4.53,77.21,75.12,31.07,29.76,34.16
565,21,4.86,100.0,52.61,48.21,23.44,49.85
566,19,6.35,75.04,64.02,59.54,39.62,45.83
567,19,6.55,73.7,62.89,56.24,40.68,64.48
568,25,4.35,70.23,70.84,73.64,45.96,35.12
569,24,5.45,86.93,78.39,56.05,35.71,45.08
570,24,9.78,75.83,78.27,89.91,81.94,60.47
571,23,8.96,70.21,45.36,64.33,38.87,50.11
572,20,6.37,93.86,87.96,86.48,52.21,66.79
573,18,5.58,95.04,75.79,57.32,46.82,52.93
574,19,5.74,70.79,92.77,66.65,52.69,48.57
575,24,6.73,55.6,78.66,81.13,54.57,45.79
576,23,3.45,90.09,88.52,66.76,61.17,60.61
577,22,4.99,69.78,79.0,47.94,34.5,35.14
578,23,2.16,87.49,92.19,53.96,38.84,50.2
579,19,6.3,54.36,79.83,72.97,38.33,60.75
580,19,6.79,88.71,70.53,74.35,63.09,42.2
581,23,4.53,63.47,100.0,66.34,50.98,78.77
582,18,8.65,86.77,85.34,52.38,52.3,65.9
583,21,3.05,78.17,80.61,61.76,22.55,36.76
584,19,2.57,66.55,52.86,27.15,23.07,21.89
585,23,5.95,73.12,52.68,32.59,13.18,10.48
586,24,7.59,86.24,76.39,44.07,40.59,39.47
587,23,8.87,79.27,74.18,84.41,68.6,64.37
588,20,4.58,85.01,62.79,54.15,25.57,38.8
589,21,7.66,100.0,74.11,69.14,46.58,57.16
590,22,5.42,59.23,95.83,88.29,40.23,51.33
591,18,5.15,97.41,82.43,72.33,62.7,64.44
592,25,7.27,79.25,54.88,75.42,44.86,39.82
593,22,6.8,67.21,70.33,51.97,66.56,46.46
594,21,2.35,62.04,59.93,42.0,8.48,37.13
595,21,8.45,75.73,66.18,54.05,38.48,32.69
596,21,8.26,89.06,65.8,66.93,50.11,36.88
597,22,4.25,76.47,64.84,50.17,34.32,52.46
598,24,6.29,96.13,53.17,60.68,39.59,44.66
599,21,6.49,60.59,70.09,64.95,48.88,59.9
600,23,6.02,77.85,63.59,65.29,35.36,49.69
601,22,4.4,62.97,28.06,40.06,0.0,25.17
602,25,4.16,82.36,100.0,93.18,48.81,52.07
603,21,,,88.33,67.22,34.66,55.21
604,23,7.85,72.95,66.36,58.47,41.65,46.16
605,24,6.59,46.75,72.28,68.56,39.89,70.85
606,20,4.76,80.39,54.43,40.95,21.16,42.79
607,24,7.04,83.24,97.44,96.58,85.7,85.11
608,25,0.5,82.85,100.0,54.17,47.64,64.64
609,21,7.8,92.83,74.35,66.43,54.5,44.9
610,25,2.02,65.15,87.35,51.41,14.91,53.84
611,22,4.78,86.16,74.63,67.33,42.18,53.97
612,19,3.26,92.31,51.95,40.04,18.66,24.81
613,21,2.91,56.66,65.82,41.43,13.66,36.86
614,19,7.82,81.84,73.98,88.63,58.42,55.35
615,23,4.56,71.95,65.18,45.55,24.11,57.92
616,20,6.19,77.02,68.72,62.92,41.72,27.4
617,18,5.41,82.17,70.63,66.99,40.91,61.94
618,25,6.45,72.15,70.79,48.44,40.85,36.21
619,24,5.65,69.89,72.78,67.45,48.5,37.31
620,20,2.93,78.41,56.09,32.03,9.26,45.78
621,21,7.49,64.95,61.24,71.88,58.94,54.72
622,19,4.51,64.97,52.73,37.43,11.26,46.76
623,24,2.39,86.15,86.67,64.14,28.34,63.64
624,19,4.64,64.21,40.42,51.86,25.9,52.91
625,22,8.5,86.0,89.3,91.74,67.19,70.83
626,19,7.2,83.55,92.8,82.35,69.92,62.58
627,22,4.8,57.29,67.47,54.0,10.01,48.49
628,23,4.8,69.87,32.95,31.57,25.14,36.36
629,24,4.86,92.33,66.58,70.76,53.85,41.07
630,24,9.65,66.23,71.04,70.69,43.69,45.53
631,18,6.26,72.43,56.84,45.95,19.16,35.54
632,21,6.36,83.54,64.27,67.44,62.86,26.33
633,22,7.56,87.4,94.95,74.51,59.66,64.63
634,18,5.98,74.98,81.97,59.5,39.63,34.4
635,19,4.98,70.83,58.13,37.46,4.46,37.3
636,19,5.11,95.07,48.04,42.02,26.65,42.05
637,18,5.36,98.87,67.09,57.5,43.1,41.14
638,24,5.43,89.75,68.8,61.97,52.12,64.58
639,19,6.96,79.02,79.44,81.03,47.3,43.14
640,25,5.6,68.3,63.97,62.87,25.88,57.82
641,23,6.97,68.03,79.67,69.77,56.25,61.79
642,23,5.34,84.27,100.0,74.37,69.61,47.77
643,25,5.66,83.02,84.23,74.06,41.39,84.94
644,18,1.5,94.82,71.28,57.94,43.97,46.3
645,25,7.33,85.81,69.25,68.68,53.93,41.39
646,22,6.19,59.96,66.65,56.74,47.26,31.65
647,22,7.5,90.62,89.71,69.4,62.14,57.39
648,18,0.5,66.02,62.59,21.97,0.0,32.51
649,25,9.68,73.39,72.68,85.34,64.85,57.49
650,22,5.22,81.0,72.77,66.69,55.93,47.74
651,24,7.72,100.0,64.47,72.1,50.12,55.3
652,25,3.42,100.0,51.41,40.67,23.07,30.28
653,24,6.73,85.28,76.84,83.24,59.26,37.72
654,22,3.39,75.8,71.08,47.83,4.44,43.3
655,23,4.25,84.41,79.5,70.29,63.36,30.74
656,22,9.33,88.65,64.0,72.12,51.89,52.7
657,24,5.12,74.15,90.31,64.06,53.88,48.14
658,20,5.93,99.54,58.85,62.03,45.42,45.11
659,21,7.24,80.76,97.68,86.78,81.47,80.6
660,19,6.49,83.97,45.79,54.72,39.77,26.42
661,25,5.8,85.99,78.52,67.2,49.51,64.2
662,20,6.23,83.06,79.13,68.06,44.74,49.85
663,22,10.31,88.07,60.07,98.15,,71.68
664,23,5.38,70.59,78.37,76.48,33.79,52.08
665,18,5.9,71.3,91.19,80.99,64.71,54.36
666,22,7.6,64.8,38.75,52.83,21.45,39.42
667,23,7.71,83.27,79.54,84.66,76.16,54.53
668,21,7.87,87.35,34.6,55.71,39.09,23.05
669,22,6.78,83.49,57.52,59.01,48.69,37.55
670,24,3.21,98.09,96.44,62.86,51.94,59.47
671,18,8.77,77.93,63.27,69.06,38.23,61.35
672,23,3.21,86.02,54.39,11.04,2.39,8.7
673,23,6.11,64.9,69.03,64.49,48.78,48.94
674,23,3.99,73.35,100.0,66.08,51.55,68.77
675,21,5.37,86.35,44.52,61.9,46.77,38.79
676,22,6.16,88.19,56.23,55.75,43.92,53.88
677,21,6.14,74.47,94.46,64.64,45.49,59.46
678,25,6.34,77.14,99.87,79.8,57.02,64.63
679,19,8.73,59.79,70.45,63.2,50.15,55.61
680,19,6.41,73.72,53.41,59.74,17.4,41.57
681,25,5.01,88.68,100.0,77.96,77.35,61.84
682,22,7.43,84.9,95.92,92.05,77.48,73.19
683,24,7.88,84.01,82.18,68.81,70.41,49.63
684,21,3.04,78.6,59.81,45.42,10.93,32.92
685,18,6.69,78.08,71.26,52.32,54.3,41.54
686,23,6.9,70.08,69.59,72.9,70.47,64.8
687,23,4.9,86.39,76.96,67.14,36.57,20.43
688,22,8.25,83.05,93.77,89.53,80.57,70.6
689,24,5.2,83.9,85.19,67.67,51.85,56.9
690,19,5.75,71.69,55.84,57.86,21.86,24.22
691,19,5.15,52.16,92.65,87.61,59.79,67.98
692,23,5.53,91.17,76.7,61.46,56.39,56.02
693,22,3.31,72.25,82.31,59.88,33.33,58.73
694,21,2.62,67.65,94.0,51.32,46.26,29.27
695,19,8.69,,55.33,56.5,32.44,54.86
696,21,3.81,73.3,71.46,55.51,21.28,39.61
697,24,3.52,90.72,64.03,60.32,39.02,51.64
698,19,1.19,85.4,48.48,28.88,10.12,36.74
699,19,4.22,86.2,77.2,56.99,35.43,41.28
700,20,2.85,61.61,100.0,62.35,49.31,67.9
701,19,8.78,92.54,44.4,54.21,49.2,31.87
702,25,7.52,81.14,71.52,72.36,63.16,31.44
703,18,4.12,73.57,81.61,46.41,34.1,61.03
704,25,10.0,79.72,73.85,93.44,78.26,51.34
705,22,7.46,56.69,70.3,61.87,40.0,40.42
706,22,4.85,82.9,52.51,55.5,52.12,34.69
707,21,0.5,65.65,75.49,30.83,5.9,44.53
708,25,10.08,61.77,60.65,80.37,77.03,49.33
709,25,2.72,59.73,39.15,39.14,9.72,33.56
710,25,2.21,,89.92,62.13,31.52,43.15
711,24,7.55,70.45,86.38,67.74,68.28,50.27
712,19,10.38,96.4,72.77,84.04,74.66,55.19
713,18,8.27,71.57,75.44,62.73,59.99,70.68
714,21,6.63,57.51,88.11,72.45,63.72,58.28
715,25,6.69,64.6,75.37,78.5,55.96,66.06
716,25,7.21,92.83,85.56,83.85,62.18,61.65
717,20,7.02,76.13,67.54,65.37,56.92,43.65
718,21,6.06,71.42,91.68,64.93,52.35,56.54
719,25,5.71,79.92,76.81,71.54,57.35,52.19
720,21,5.37,84.02,74.91,62.89,27.27,56.81
721,19,3.99,91.41,52.95,21.89,22.23,44.04
722,20,4.94,95.38,76.3,69.55,45.92,56.56
723,21,2.11,73.68,59.52,40.95,33.9,49.42
724,18,5.3,62.09,62.43,67.57,44.3,36.66
725,18,3.52,73.04,59.77,36.01,23.11,32.63
726,22,3.29,81.12,56.01,12.21,14.63,21.84
727,20,5.86,66.43,100.0,81.23,51.76,69.92
728,20,8.28,66.51,91.97,86.64,82.27,61.53
729,22,7.34,82.13,100.0,67.44,80.81,70.99
730,21,2.36,77.42,53.66,29.16,16.87,22.72
731,20,3.52,78.39,73.07,81.82,61.87,54.65
732,18,7.38,68.9,52.6,55.4,32.59,46.23
733,18,3.54,75.24,61.56,55.31,23.68,21.76
734,25,5.05,66.91,58.23,45.72,28.2,60.11
735,19,6.6,88.68,90.59,55.32,57.49,53.42
736,20,3.56,90.42,66.06,48.88,29.87,22.59
737,21,5.71,55.85,88.03,68.6,52.61,59.77
738,22,2.83,66.85,81.06,51.91,34.7,50.5
739,22,4.3,60.04,100.0,71.04,40.89,63.02
740,21,6.14,70.2,49.81,54.6,37.64,47.51
741,24,2.31,77.0,90.89,57.74,46.76,63.39
742,23,6.38,60.6,89.2,61.94,49.93,60.2
743,19,5.46,66.94,57.4,58.27,44.8,46.27
744,22,6.6,65.95,87.11,54.84,35.51,53.51
745,20,5.95,80.49,77.04,45.66,44.69,65.33
746,19,8.23,78.83,68.59,78.03,47.98,37.64
747,20,5.75,69.34,59.64,60.87,27.83,44.89
748,24,4.64,80.12,61.21,51.66,27.95,42.27
749,18,5.74,71.44,100.0,64.02,45.43,70.57
750,19,6.59,74.74,72.01,58.87,40.21,40.33
751,25,5.6,98.08,83.73,65.82,53.31,38.1
752,22,5.58,94.09,60.14,39.44,41.6,39.89
753,19,4.1,62.41,60.3,42.16,20.08,41.51
754,19,4.17,87.96,88.23,71.75,38.41,73.58
755,19,2.69,87.74,51.76,53.52,37.48,24.64
756,23,9.0,64.22,65.77,67.98,44.13,60.39
757,19,3.01,87.83,72.51,59.49,37.62,71.93
758,20,4.11,96.46,73.67,37.83,38.29,39.86
759,18,4.06,64.53,69.31,60.97,36.81,34.54
760,24,7.29,66.99,77.94,63.99,59.54,48.82
761,21,4.91,90.21,82.39,68.03,56.05,55.45
762,19,8.0,81.26,83.02,75.17,54.43,63.79
763,22,4.15,84.62,57.21,61.28,55.82,36.19
764,19,6.06,82.09,67.74,52.74,42.89,60.73
765,22,3.83,82.69,89.92,71.05,49.28,48.04
766,20,9.79,62.08,85.42,83.35,75.97,44.33
767,22,3.12,90.57,51.41,39.19,24.89,44.78
768,25,6.12,92.04,77.27,65.14,56.32,29.84
769,21,6.77,75.25,42.33,41.89,50.21,29.17
770,18,6.33,77.48,72.7,65.16,45.64,81.76
771,22,5.13,59.63,100.0,74.89,51.14,64.88
772,22,5.24,84.17,57.78,55.15,37.86,29.89
773,18,5.59,84.86,59.49,55.91,48.6,41.57
774,21,5.21,77.25,83.46,74.71,39.2,57.03
775,19,7.43,91.49,48.86,65.82,29.18,41.9
776,22,9.92,73.99,62.51,63.56,48.46,53.12
777,18,4.39,84.78,80.95,70.75,34.81,44.82
778,25,2.76,65.76,62.49,33.55,12.86,54.07
779,25,5.32,77.72,68.46,64.83,48.05,50.8
780,20,10.66,75.91,83.16,94.57,69.6,71.0
781,18,3.89,80.7,78.32,39.54,19.22,39.82
782,20,8.78,73.57,76.0,77.84,61.98,68.72
783,25,8.86,76.42,66.91,67.54,62.25,46.64
784,21,4.39,87.91,77.55,52.64,25.73,51.93
785,19,6.64,72.76,70.14,78.64,60.42,43.55
786,18,8.76,58.72,78.87,71.87,63.25,45.68
787,24,4.74,99.0,64.55,46.4,46.03,48.71
788,25,5.09,94.58,69.26,59.22,55.78,42.81
789,25,4.34,62.49,57.15,55.64,48.49,32.17
790,24,3.47,86.28,71.47,51.78,32.09,39.54
791,23,4.2,71.96,59.83,61.38,35.14,50.31
792,25,3.05,81.16,55.29,47.93,21.62,31.33
793,22,5.57,81.53,75.88,42.22,37.66,44.92
794,21,3.96,75.19,75.19,51.9,49.14,47.95
795,18,5.97,68.59,83.74,64.31,36.2,36.08
796,24,2.39,69.71,65.53,50.39,17.46,27.97
797,22,6.16,67.01,78.12,41.37,48.59,50.4
798,24,7.17,68.02,80.26,98.3,75.01,55.11
799,18,1.51,77.19,78.67,54.63,27.69,60.01
800,20,6.25,69.41,59.62,59.27,46.32,52.87
801,18,7.96,86.18,74.24,84.47,67.48,63.71
802,23,3.08,95.85,77.46,78.36,64.08,73.42
803,18,8.85,71.04,72.11,83.75,62.89,54.77
804,18,6.34,80.87,40.7,57.23,43.46,40.7
805,23,4.09,84.0,74.41,58.59,64.46,43.31
806,21,5.39,83.66,100.0,75.14,66.28,89.66
807,25,6.62,78.91,66.6,58.34,44.58,66.04
808,18,5.65,86.91,61.08,47.94,43.14,41.0
809,23,6.58,83.79,77.6,62.12,47.51,55.96
810,22,3.66,63.15,76.69,43.31,49.58,59.84
811,20,5.84,88.43,89.89,72.04,60.12,58.45
812,20,2.67,88.65,53.13,23.07,11.7,23.78
813,18,5.28,68.84,82.97,68.65,40.46,64.56
814,21,3.69,78.46,80.86,58.88,50.36,52.81
815,21,4.03,86.2,69.87,56.01,46.1,48.28
816,22,7.97,75.49,77.08,69.06,51.37,45.6
817,18,7.68,90.88,87.44,100.0,81.56,49.09
818,20,6.72,100.0,85.08,87.27,55.63,64.15
819,21,3.32,68.57,54.85,30.99,16.9,42.31
820,18,4.87,61.43,84.3,68.16,49.21,53.94
821,24,7.93,81.65,71.03,64.69,68.53,64.48
822,21,5.78,86.66,73.09,53.19,36.6,40.6
823,23,10.14,75.23,73.1,67.36,48.61,41.72
824,24,6.29,95.44,69.75,67.83,44.6,49.24
825,25,5.88,61.94,89.88,66.15,37.33,57.63
826,21,4.88,86.32,70.74,68.11,58.67,57.78
827,20,5.77,70.73,55.21,63.37,51.76,34.38
828,19,5.2,98.63,66.1,70.87,53.15,62.44
829,24,6.92,100.0,74.68,60.22,64.98,70.06
830,25,7.41,68.8,90.44,84.15,65.17,63.2
831,22,3.93,71.41,81.05,66.61,42.12,66.6
832,22,2.84,88.32,59.24,39.19,20.96,26.6
833,20,1.83,73.35,100.0,54.59,35.59,69.86
834,21,6.52,77.46,75.97,83.94,44.35,67.27
835,18,3.29,78.3,91.13,65.57,48.24,66.86
836,21,1.19,54.96,69.72,49.48,18.63,43.89
837,20,6.28,77.83,80.0,60.89,55.4,23.25
838,22,,69.72,84.59,76.28,68.66,53.34
839,21,5.49,72.08,90.27,65.91,49.27,52.21
840,22,7.18,95.32,87.86,75.79,57.38,50.5
841,24,5.66,62.92,85.08,58.81,44.61,55.63
842,25,5.3,87.76,67.27,58.11,49.19,41.94
843,18,7.34,74.65,63.42,47.35,28.89,33.97
844,24,4.92,74.64,76.99,50.82,39.02,37.99
845,22,6.03,87.48,86.0,78.15,62.34,52.59
846,22,6.14,82.08,68.66,68.37,42.29,60.74
847,19,4.16,84.85,87.98,61.12,41.71,49.3
848,19,7.48,89.62,93.79,71.34,66.86,56.76
849,24,5.15,74.02,58.26,42.37,18.21,33.53
850,23,3.99,70.65,59.45,44.92,28.8,42.37
851,24,6.57,64.98,69.89,71.18,39.4,55.45
852,19,3.7,68.1,76.61,66.23,49.32,21.51
853,22,5.56,100.0,64.13,52.53,63.8,53.6
854,20,5.48,92.94,92.28,61.15,46.75,72.55
855,24,7.67,61.79,78.36,76.46,60.11,45.79
856,22,6.45,62.13,72.59,57.49,34.62,38.93
857,20,5.45,83.78,50.46,44.37,39.29,30.66
858,20,7.14,84.57,52.26,70.54,36.2,35.38
859,19,8.28,84.59,76.22,83.31,69.48,59.43
860,24,6.62,74.94,40.01,50.05,22.25,12.71
861,21,5.52,76.49,87.19,57.32,45.13,43.77
862,18,2.88,81.93,69.63,51.91,22.56,60.42
863,19,3.37,79.03,100.0,79.11,62.87,56.34
864,19,4.89,51.37,100.0,70.8,41.84,76.36
865,21,4.28,75.24,69.28,68.74,46.8,52.98
866,18,5.13,67.78,70.4,72.15,41.34,32.91
867,22,5.61,80.1,86.93,86.9,60.37,68.6
868,23,6.56,100.0,97.55,82.94,72.47,65.09
869,24,5.36,82.41,47.43,53.4,25.45,31.48
870,23,6.47,74.24,45.2,64.9,39.9,40.63
871,22,5.63,89.06,62.67,61.46,57.52,49.72
872,25,1.55,83.79,80.74,45.59,22.37,55.19
873,19,3.62,83.04,79.45,53.7,49.14,61.87
874,18,5.21,85.28,88.05,71.66,68.5,62.92
875,19,3.08,100.0,54.0,29.12,13.9,18.6
876,20,6.7,64.43,,45.86,11.79,25.17
877,19,8.56,83.68,84.87,91.89,75.38,92.73
878,19,7.94,66.88,59.58,42.6,30.63,46.69
879,22,5.07,84.67,41.72,58.58,49.17,58.38
880,22,8.48,66.98,74.18,85.95,62.14,70.94
881,22,5.8,72.99,83.9,64.74,41.92,57.81
882,23,4.83,74.46,70.17,63.33,30.83,51.63
883,20,4.27,89.71,65.13,52.95,46.68,43.25
884,25,4.9,89.02,69.61,70.17,42.74,32.71
885,25,4.72,63.05,66.44,65.26,37.95,47.58
886,22,5.84,78.66,51.78,37.84,35.94,46.33
887,18,5.82,69.49,61.28,62.86,35.21,38.75
888,23,5.51,62.9,79.82,63.87,43.51,57.38
889,21,6.37,75.4,76.83,68.58,50.57,61.83
890,18,7.88,74.3,74.52,65.23,58.8,42.72
891,24,7.4,100.0,57.07,78.47,62.8,42.64
892,24,2.53,83.2,69.28,58.62,32.04,36.28
893,18,0.5,61.47,39.34,16.24,0.0,13.67
894,22,7.37,71.22,74.68,57.2,43.44,36.87
895,21,2.77,90.26,93.43,58.6,31.63,48.38
896,21,5.05,100.0,49.89,51.99,38.32,50.9
897,23,3.16,58.97,63.21,49.81,40.79,32.53
898,21,1.9,55.44,76.94,62.43,21.62,51.97
899,24,6.58,100.0,90.79,84.17,62.44,58.52
900,20,7.02,82.68,65.28,73.67,44.89,61.34
901,22,4.35,67.58,61.62,54.55,37.57,55.56
902,21,0.5,84.42,42.47,11.46,1.66,30.74
903,23,4.41,46.37,73.55,56.13,29.39,51.29
904,24,6.28,78.04,100.0,90.74,60.93,66.94
905,20,2.54,81.93,76.16,51.54,33.79,35.87
906,19,5.87,89.09,71.67,67.91,36.44,70.13
907,19,5.47,65.83,76.83,60.95,43.47,43.58
908,20,6.66,79.03,71.83,55.84,52.85,54.59
909,24,5.74,66.89,59.8,54.62,23.19,52.6
910,23,3.55,81.06,84.35,63.7,30.32,49.22
911,20,7.89,67.26,75.39,66.48,66.01,62.9
912,22,5.18,73.1,72.26,58.12,34.77,55.99
913,22,5.45,66.05,57.37,43.94,37.92,55.44
914,19,3.63,85.81,91.55,76.08,52.25,56.43
915,21,4.61,88.3,81.97,60.59,45.41,40.33
916,23,3.73,75.18,63.71,64.49,40.25,40.67
917,19,5.15,78.46,87.03,83.77,50.28,63.48
918,21,8.92,60.62,64.54,70.38,52.37,49.45
919,21,2.76,74.4,60.27,34.09,14.87,32.4
920,25,2.27,77.4,60.6,21.56,0.2,14.14
921,22,8.44,100.0,45.43,44.04,44.08,38.27
922,24,5.08,64.66,79.07,50.08,34.25,69.1
923,18,4.16,95.57,44.53,54.93,30.27,39.45
924,24,7.58,89.96,53.57,60.94,35.51,47.33
925,18,4.29,81.37,40.87,43.53,,36.07
926,20,9.15,99.1,70.71,53.29,63.85,51.4
927,22,6.86,82.47,69.75,53.8,53.48,55.87
928,21,4.52,82.67,67.1,63.87,38.72,51.25
929,23,9.81,77.36,56.36,73.12,40.85,42.97
930,18,4.29,92.68,54.42,45.61,48.18,29.0
931,24,6.98,91.16,78.97,77.02,60.49,54.04
932,21,6.1,70.49,63.74,75.81,40.6,52.3
933,18,8.1,62.17,76.75,72.41,58.05,51.5
934,18,8.62,75.56,58.72,67.48,61.18,48.59
935,25,5.56,68.4,74.72,65.28,44.11,55.72
936,18,3.99,77.24,91.55,90.25,70.45,73.09
937,23,6.42,92.85,80.79,49.12,57.6,63.07
938,22,4.14,72.51,65.81,59.61,25.73,46.33
939,23,9.53,77.49,75.86,78.68,58.84,43.11
940,19,5.77,78.7,68.39,66.37,54.42,45.36
941,21,4.77,88.18,72.12,52.17,15.66,47.13
942,22,5.87,51.04,67.12,59.9,34.47,28.29
943,25,2.81,70.72,69.53,56.58,18.02,60.02
944,22,3.56,80.54,75.18,86.71,46.85,57.82
945,22,7.9,92.4,57.1,71.09,51.09,49.26
946,24,4.19,72.1,56.76,39.48,19.99,50.12
947,22,3.41,55.48,51.17,37.53,8.92,26.96
948,25,6.57,85.44,48.0,48.16,24.67,41.02
949,23,7.87,70.38,53.74,43.09,55.03,35.82
950,22,6.94,63.72,74.39,65.37,64.0,49.71
951,20,7.49,70.51,58.61,69.53,36.45,37.91
952,21,3.99,75.79,79.7,47.04,49.21,65.28
953,22,2.66,70.74,72.52,61.0,29.89,44.79
954,21,8.5,51.53,42.47,62.25,37.43,43.79
955,20,4.85,88.76,81.82,57.08,45.51,33.55
956,20,5.0,93.3,,64.87,46.03,67.14
957,21,8.16,85.82,57.09,80.01,65.76,58.25
958,18,6.61,64.35,78.3,76.85,54.05,57.08
959,19,6.41,75.58,59.15,58.27,35.77,40.52
960,24,9.83,77.92,73.47,77.35,52.75,58.85
961,18,4.21,85.19,53.03,46.79,20.51,59.5
962,18,7.36,86.02,45.1,49.11,21.69,16.78
963,23,5.61,69.19,66.26,37.85,,48.5
964,24,6.04,78.98,70.14,83.15,44.06,44.75
965,24,8.56,83.49,66.03,72.1,54.71,49.68
966,18,6.52,95.47,54.24,59.88,56.67,38.53
967,22,6.58,86.45,66.0,62.03,58.15,42.57
968,23,7.65,87.47,76.04,65.05,55.4,52.29
969,23,4.77,79.01,71.33,56.45,38.65,36.06
970,20,3.82,94.93,74.74,40.4,51.45,54.98
971,25,3.41,82.92,61.95,70.48,44.05,28.41
972,24,1.57,67.67,89.58,43.19,24.46,56.9
973,18,9.61,94.84,54.36,58.03,39.85,38.11
974,20,3.29,86.37,79.31,52.39,41.36,37.9
975,21,5.06,72.68,89.73,82.46,64.32,64.28
976,19,4.95,72.25,79.21,63.5,38.51,37.19
977,25,6.11,81.56,68.96,50.03,43.0,45.47
978,25,7.13,83.56,64.08,76.31,50.78,35.47
979,25,7.22,80.37,87.54,84.34,63.69,66.9
980,23,4.33,81.74,50.66,50.58,6.54,27.28
981,21,5.17,98.4,57.45,59.42,39.95,37.49
982,25,6.07,90.86,66.04,84.52,65.78,55.3
983,21,5.0,80.29,90.56,91.67,57.35,57.2
984,22,8.71,89.3,77.7,70.72,62.96,54.24
985,25,6.48,65.61,57.48,73.78,37.36,30.79
986,19,6.97,82.78,67.35,68.75,54.36,55.54
987,21,6.83,99.71,62.79,66.83,50.5,64.32
988,21,7.85,75.38,61.35,48.21,32.1,69.55
989,19,5.86,67.83,86.68,69.42,63.11,58.74
990,25,2.91,70.17,51.42,31.78,21.92,39.69
991,19,6.3,64.92,96.13,86.35,57.19,48.62
992,21,4.2,68.58,84.42,73.93,52.04,72.55
993,19,4.44,73.55,88.36,45.63,43.01,60.04
994,21,6.67,61.13,65.06,62.25,46.86,41.67
995,21,7.98,78.19,69.75,81.49,44.31,66.13
996,22,5.54,88.83,50.5,48.08,42.21,33.59
